timestamp,coordinates,altitude,data_type,speed,motion,battery_level,battery_state,accuracy,wifi,timezone
1563892766.0,"4.360956447203049,52.009668317671874",5,Point,5,None,0.73,unplugged,"10,3",,Z
1563892767.0,"4.360989220444449,52.00960034043715",4,Point,5,None,0.73,unplugged,"10,3",,Z
1563892804.0,"4.361858591441402,52.007833435248585",3,Point,6,cycling,0.73,unplugged,"10,4",,Z
1563892852.0,"4.364298731092703,52.0066991542019",4,Point,6,cycling,0.73,unplugged,"10,3",,Z
1563892875.0,"4.366011573005808,52.00687261768803",1,Point,6,cycling,0.73,unplugged,"10,3",,Z
1563892905.0,"4.368241326887503,52.00562283401564",0,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563892938.0,"4.370369324464695,52.00427414388582",1,Point,4,cycling,0.73,unplugged,"10,4",,Z
1563892968.0,"4.371016575027602,52.00327585921809",-1,Point,0,cycling,0.73,unplugged,"10,4",,Z
1563892972.0,"4.370992854241627,52.00323118367419",-2,Point,2,None,0.73,unplugged,"10,4",,Z
1563892975.0,"4.371075332168835,52.0031337021403",-2,Point,4,None,0.73,unplugged,"10,4",,Z
1563892976.0,"4.371115062389868,52.00308496137336",-1,Point,5,None,0.73,unplugged,"10,4",,Z
1563892977.0,"4.371168455113071,52.003039280001076",0,Point,6,None,0.73,unplugged,"10,4",,Z
1563893007.0,"4.372411658991475,52.00135724158213",2,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563893038.0,"4.373677242551347,51.999647961977864",2,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563893066.0,"4.374749371786019,51.99790817224606",2,Point,7,cycling,0.73,unplugged,"10,4",eduroam,Z
1563893100.0,"4.376202290881776,51.9962995592989",3,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563893132.0,"4.377764761451983,51.994685456205154",3,Point,6,cycling,0.73,unplugged,"5,4",,Z
1563893162.0,"4.378946777437235,51.99300651909038",2,Point,7,cycling,0.73,unplugged,"5,4",,Z
1563893223.0,"4.381621107463149,51.99223257606103",-7,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563893246.0,"4.384180521596581,51.99319113050773",-6,Point,7,cycling,0.73,unplugged,"10,4",,Z
1563893282.0,"4.386735241864237,51.99376013600453",-2,Point,1,cycling,0.73,unplugged,"10,4",,Z
1563904851.0,"4.386195112023862,51.99279366065934",-1,Point,1,walking,1.0,unplugged,"10,3",eduroam,Z
1563904922.0,"4.386368365962418,51.99290555906668",0,Point,0,walking,1.0,unplugged,"5,3",,Z
1563906250.0,"4.3864064198028165,51.99293267452344",3,Point,0,stationary,1.0,unplugged,"5,4",,Z
1563906306.0,"4.386471631009491,51.992963268470014",3,Point,1,walking,1.0,unplugged,"10,3",,Z
1563906376.0,"4.387033134702953,51.99312830814346",3,Point,0,walking,1.0,unplugged,"10,4",,Z
1563906404.0,"4.386915452782425,51.993134133566166",7,Point,0,walking,1.0,unplugged,"10,4",,Z
1563919146.0,"4.387160120536002,51.99378507216647",0,Point,1,walking,0.42,unplugged,"10,3",eduroam,Z
1563919253.0,"4.386583026502641,51.99374852706864",1,Point,3,walking,0.42,unplugged,"5,4",,Z
1563919260.0,"4.386206930507334,51.99359522205963",2,Point,4,walking,0.42,unplugged,"5,3",,Z
1563919263.0,"4.38602495938948,51.993570914540435",2,Point,4,walking,0.42,unplugged,"5,3",,Z
1563919264.0,"4.38594725914708,51.99357837443426",3,Point,5,None,0.42,unplugged,"5,3",,Z
1563919265.0,"4.385863607753428,51.99358554096147",3,Point,6,None,0.42,unplugged,"5,3",,Z
1563919292.0,"4.383639888842016,51.993027306210244",1,Point,1,cycling,0.42,unplugged,"5,4",,Z
1563919309.0,"4.383590351794272,51.99301666119322",3,Point,1,None,0.42,unplugged,"10,3",,Z
1563919311.0,"4.383486919109135,51.99299549688771",2,Point,3,None,0.42,unplugged,"10,3",,Z
1563919312.0,"4.383413577456384,51.99297655378654",2,Point,5,None,0.42,unplugged,"10,3",,Z
1563919318.0,"4.3829033710103324,51.99283443861827",2,Point,7,walking,0.42,unplugged,"10,3",,Z
1563919322.0,"4.3825673405121846,51.99274345305934",2,Point,6,walking,0.42,unplugged,"10,3",,Z
1563919323.0,"4.382484443489818,51.99272258212044",3,Point,6,None,0.42,unplugged,"10,3",,Z
1563919353.0,"4.379708608616497,51.99200261854752",-1,Point,6,cycling,0.42,unplugged,"10,4",,Z
1563919383.0,"4.378556264568473,51.99370695282891",2,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919412.0,"4.377304594967866,51.99539029044285",1,Point,7,cycling,0.42,unplugged,"5,4",,Z
1563919440.0,"4.375744890425704,51.99689148930087",1,Point,8,cycling,0.42,unplugged,"5,4",,Z
1563919467.0,"4.374561952431104,51.998543646235014",2,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919495.0,"4.373363591734668,52.000208669390524",2,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919527.0,"4.372156094763774,52.00194091540948",3,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919555.0,"4.370973072950142,52.00361256026849",2,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919584.0,"4.369147578258411,52.00508639221266",4,Point,8,cycling,0.42,unplugged,"10,4",,Z
1563919610.0,"4.366969373081221,52.006208268042656",2,Point,7,cycling,0.42,unplugged,"10,4",,Z
1563919645.0,"4.364044088874351,52.00674244673178",0,Point,6,cycling,0.42,unplugged,"10,4",,Z
1563919707.0,"4.362168889496813,52.00822700751201",-1,Point,3,cycling,0.42,unplugged,"10,4",,Z
1563919750.0,"4.361065411944279,52.00994223826752",2,Point,3,cycling,0.42,unplugged,"10,4",,Z
1563919808.0,"4.361393647272476,52.01035705865548",1,Point,1,cycling,0.42,unplugged,"10,4",,Z
1563920142.0,"4.3616191204677905,52.01024880637602",3,Point,1,walking,0.37,unplugged,"10,4",VlinderGR,Z
1563920477.0,"4.361669244248756,52.01034012721107",5,Point,1,walking,0.37,unplugged,"10,4",VlinderGR,Z
1563920481.0,"4.361547036100515,52.01038517994062",5,Point,2,stationary,0.37,unplugged,"10,4",VlinderGR,Z
1563920500.0,"4.361431114379653,52.010378642056146",3,Point,1,None,0.37,unplugged,"10,4",VlinderGR,Z
1563920637.0,"4.361541252587327,52.010321184109905",2,Point,0,None,0.37,unplugged,"10,4",VlinderGR,Z
