1567135281.0,"4.3601227831136065,52.01095288624243",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135286.0,"4.360051704574712,52.010981845717886",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135291.0,"4.360037203882225,52.01105522928015",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135296.0,"4.359978279102929,52.01112002139167",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135300.0,"4.359911056239493,52.01115258508549",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135307.0,"4.359892029319293,52.01123673939333",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135312.0,"4.359831931073553,52.01129998085276",0,Point,2,walking,1.0,unplugged,"10,3",,Z
1567135317.0,"4.359779376540668,52.011349308352926",0,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135321.0,"4.359706453983075,52.011380698580304",-1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135327.0,"4.3596306815784045,52.011420051615694",-1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135332.0,"4.359568152580745,52.01147667137162",-1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135337.0,"4.359488524500615,52.01150571466611",-1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135344.0,"4.359486764300949,52.011593766558924",-1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135352.0,"4.359521884475238,52.011672975543895",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135359.0,"4.359586341310627,52.0117210876681",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135364.0,"4.359644176442511,52.01177045707778",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135368.0,"4.359720703218467,52.01179380067811",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135376.0,"4.3597396463196345,52.011877158705154",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135381.0,"4.359715590257532,52.01195821170882",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135385.0,"4.359761690724976,52.01202220753954",-2,Point,2,walking,1.0,unplugged,"10,3",,Z
1567135391.0,"4.359822627161033,52.01208674819396",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135398.0,"4.3598939571570225,52.01212869961933",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135407.0,"4.359968723733314,52.01217182451115",-4,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135413.0,"4.36005505733598,52.01219324027375",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135418.0,"4.360124878589399,52.01223665853218",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135424.0,"4.360196292404421,52.01228766241298",-4,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135430.0,"4.360255636278875,52.012344156440356",-4,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135436.0,"4.360316488895901,52.01239511841164",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135441.0,"4.360397877175696,52.012420557487765",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135446.0,"4.3604749906848745,52.01245228299127",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135449.0,"4.3605380225967245,52.012456473942855",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135453.0,"4.360626786951311,52.01244042259828",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135458.0,"4.360704235736616,52.01248212256656",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135462.0,"4.360743127767332,52.012547124225655",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135468.0,"4.360772296790369,52.01262515974418",-3,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135472.0,"4.360850080851801,52.01263643340395",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135491.0,"4.360862905163654,52.01260068458692",-2,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135592.0,"4.360789144415744,52.012726706501105",0,Point,0,walking,1.0,unplugged,"10,4",,Z
1567135601.0,"4.3607391882728415,52.0127909118794",-1,Point,0,walking,1.0,unplugged,"10,4",,Z
1567135620.0,"4.36069074087251,52.01283005536721",1,Point,1,walking,1.0,unplugged,"10,4",,Z
1567135685.0,"4.360724771399386,52.01283269566671",1,Point,1,walking,1.0,unplugged,"10,3",,Z
1567135773.0,"4.360705493022092,52.01281283055619",-1,Point,0,walking,1.0,unplugged,"10,4",,Z
1567136818.0,"4.360722843561657,52.01281480030344",0,Point,0,walking,1.0,unplugged,"10,4",,Z
1567137314.9375,"4.360714414510282,52.01285366352136",2,Point,1,walking,0.9700000286102296,unplugged,"10,4",,Z
1567138152.0,"4.360809093345292,52.01274833181129",2,Point,1,walking,0.9700000286102296,unplugged,"10,4",,Z
1567138155.0,"4.360785288740285,52.012732280466714",2,Point,1,walking,0.9700000286102296,unplugged,"10,4",,Z
1567138283.0,"4.360817726705559,52.01289845169709",2,Point,1,walking,0.9700000286102296,unplugged,"10,4",,Z
1567138290.0,"4.360767267648466,52.012883825276056",4,Point,0,walking,0.9700000286102296,unplugged,"10,4",,Z
1567138417.0,"4.360736589882858,52.01284623244033",2,Point,0,walking,0.959999978542328,unplugged,"10,3",,Z
1567139144.0,"4.360749749470838,52.01278596655653",2,Point,0,walking,0.959999978542328,unplugged,"10,4",,Z
1567139198.0,"4.360868018124589,52.01276023411379",1,Point,1,walking,0.959999978542328,unplugged,"10,4",,Z
1567139219.0,"4.36072007753361,52.01245538429544",1,Point,1,walking,0.959999978542328,unplugged,"10,4",,Z
1567139222.0,"4.360637180511244,52.01245534238593",1,Point,2,walking,0.959999978542328,unplugged,"10,4",,Z
1567139223.0,"4.360603149984367,52.012450313244024",1,Point,2,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139242.0,"4.360267203305252,52.012579897467056",1,Point,0,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139246.0,"4.360284889120944,52.012499892201284",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139249.0,"4.360261335973032,52.01242898130045",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139253.0,"4.360208027068861,52.012367835316816",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139257.0,"4.360162597153671,52.01231020973251",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139261.0,"4.360107276592739,52.012260798413315",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139265.0,"4.360050279651173,52.012206567499796",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139271.0,"4.360029827807434,52.012125849772254",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139278.0,"4.35998272151161,52.01205049646274",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139284.0,"4.3599708192091065,52.011990565855065",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139293.0,"4.359803600240833,52.01190532189981",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139298.0,"4.35973260552097,52.01186504685507",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139308.0,"4.3596948869566985,52.011785083498815",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139312.0,"4.359617354352362,52.01175780040399",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139316.0,"4.359541833404786,52.01172142294423",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139320.0,"4.359470000494606,52.01169003271685",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139326.0,"4.359401101250536,52.01165088922904",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139337.0,"4.359379392121322,52.01156690255926",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139353.0,"4.359445525337345,52.01154029001669",2,Point,0,walking,0.9499999880790708,unplugged,"10,3",,Z
1567139371.6666667,"4.35945144854892,52.01152651575581",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139383.0,"4.359477795664556,52.011447879534224",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139394.0,"4.359510652724988,52.01137332250551",1,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139399.0,"4.359575696293599,52.011313810992995",1,Point,2,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139404.0,"4.359642332423813,52.01125660450385",1,Point,2,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139417.0,"4.359701508660204,52.01120840856061",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139427.0,"4.359759595249183,52.01114022177831",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139429.0,"4.359792536128647,52.0111150760688",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139439.0,"4.3598869163583585,52.01095946603642",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139441.0,"4.359893873337991,52.010975391652444",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139451.0,"4.360003424812444,52.01087476690487",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139464.0,"4.360176762570031,52.01082921126113",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139477.0,"4.360244655985721,52.010772423867145",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139480.0,"4.36029301956702,52.01072540139035",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139483.0,"4.3603459931950646,52.0106850844361",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139486.0,"4.360398212451823,52.0106348768361",0,Point,1,walking,0.9499999880790708,unplugged,"10,4",,Z
1567139492.0,"4.360400894660838,52.01054858514295",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139498.0,"4.360426794741638,52.010467490229765",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139503.0,"4.360466357324608,52.01040378776566",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139508.0,"4.360521594066508,52.01034473725782",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139512.0,"4.360589738939293,52.01029561930523",0,Point,2,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139517.0,"4.360630307350643,52.01021578167752",0,Point,2,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139523.0,"4.360679760579355,52.0101443678625",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139529.0,"4.360761903230436,52.010132088374355",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
1567139534.0,"4.360838849101551,52.01015287549422",0,Point,1,walking,0.9399999976158142,unplugged,"10,4",,Z
